Timestamp,POA Irradiance,Meter Power,Inverter_1,Inverter_2,Inverter_3,Avg_Top_20%,Expected Sum
2022-10-02 07:00:00,19.0379,,,25.54924,25.20295,,50.75219
2022-10-02 08:00:00,119.6724,,,194.1676,188.0996,194.1676,382.2672
2022-10-02 09:00:00,427.3672,,,710.2365,695.113,710.2365,1405.3495
2022-10-02 10:00:00,450.5269,,,730.543,732.8115,732.8115,1463.3545
2022-10-02 11:00:00,642.7765,,,1084.482,1115.168,1115.168,2199.6499999999996
2022-10-02 12:00:00,336.2394,,,566.5207,581.431,581.431,1147.9517
2022-10-02 13:00:00,466.6487,,,768.8815,739.217,768.8815,1508.0985
2022-10-02 14:00:00,394.6575,,,665.9171,657.2875,665.9171,1323.2046
2022-10-02 15:00:00,197.4989,,,321.6599,323.4449,323.4449,645.1048000000001
2022-10-02 16:00:00,109.1468,,,190.3974,192.2573,192.2573,382.6547
2022-10-02 17:00:00,66.92722,,,116.5998,121.1369,121.1369,237.73669999999998
2022-10-02 18:00:00,31.09751,,,45.37906,47.47189,,92.85095000000001
2022-10-02 19:00:00,0.01074357,,,0.0,0.0,,0.0
2022-10-02 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-02 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-02 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-02 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-03 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-03 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-03 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-03 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-03 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-03 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-03 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-03 07:00:00,8.29247,,,7.575178,8.215258,,15.790436
2022-10-03 08:00:00,184.1479,,,243.8203,305.3308,305.3308,549.1511
2022-10-03 09:00:00,271.9736,,,441.8011,443.4503,443.4503,885.2514000000001
2022-10-03 10:00:00,418.9008,,,687.3868,709.4702,709.4702,1396.857
2022-10-03 11:00:00,442.791,,,679.8704,704.3571,704.3571,1384.2275
2022-10-03 12:00:00,785.334,,,1071.183,1202.937,1202.937,2274.12
2022-10-03 13:00:00,806.7425,,,1313.51,1198.72,1313.51,2512.23
2022-10-03 14:00:00,882.6148,,,1384.889,1415.088,1415.088,2799.977
2022-10-03 15:00:00,736.4813,,,1333.592,1319.156,1333.592,2652.748
2022-10-03 16:00:00,418.9596,,,673.2712,803.1771,803.1771,1476.4483
2022-10-03 17:00:00,287.2456,,,445.4374,500.5037,500.5037,945.9411
2022-10-03 18:00:00,82.95879,,,94.86045,116.5888,116.5888,211.44925
2022-10-03 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-03 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-03 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-03 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-03 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-04 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-04 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-04 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-04 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-04 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-04 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-04 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-04 07:00:00,33.12437,,,29.32255,23.15855,,52.4811
2022-10-04 08:00:00,258.4138,,,427.542,384.9276,427.542,812.4695999999999
2022-10-04 09:00:00,527.0797,,,922.4078,894.5318,922.4078,1816.9396
2022-10-04 10:00:00,752.0206,,,1298.194,1295.258,1298.194,2593.452
2022-10-04 11:00:00,918.9692,,,1546.432,1550.71,1550.71,3097.142
2022-10-04 12:00:00,1009.439,,,1662.672,1580.019,1662.672,3242.691
2022-10-04 13:00:00,1025.044,,,1666.277,1666.286,1666.286,3332.563
2022-10-04 14:00:00,950.497,,,762.387,767.196,767.196,1529.583
2022-10-04 15:00:00,803.2394,,,0.0,0.0,,0.0
2022-10-04 16:00:00,592.0347,,,0.0,0.0,,0.0
2022-10-04 17:00:00,334.7393,,,0.0,0.0,,0.0
2022-10-04 18:00:00,85.23643,,,0.0,0.0,,0.0
2022-10-04 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-04 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-04 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-04 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-04 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-05 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-05 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-05 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-05 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-05 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-05 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-05 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-05 07:00:00,29.78225,,,0.0,0.0,,0.0
2022-10-05 08:00:00,250.4742,,,0.0,0.0,,0.0
2022-10-05 09:00:00,510.0556,,,0.0,0.0,,0.0
2022-10-05 10:00:00,735.6902,,,252.1962,410.1736,410.1736,662.3698
2022-10-05 11:00:00,889.2947,,,1504.599,1508.515,1508.515,3013.114
2022-10-05 12:00:00,972.3816,,,1615.18,1621.396,1621.396,3236.576
2022-10-05 13:00:00,980.517,,,1617.785,1629.357,1629.357,3247.142
2022-10-05 14:00:00,913.3043,,,504.2573,510.0202,510.0202,1014.2774999999999
2022-10-05 15:00:00,769.5402,,,0.0,0.0,,0.0
2022-10-05 16:00:00,560.2303,,,0.0,0.0,,0.0
2022-10-05 17:00:00,308.7744,,,0.0,0.0,,0.0
2022-10-05 18:00:00,72.6888,,,0.0,0.0,,0.0
2022-10-05 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-05 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-05 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-05 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-05 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-06 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-06 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-06 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-06 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-06 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-06 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-06 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-06 07:00:00,28.13326,,,0.0,0.0,,0.0
2022-10-06 08:00:00,243.0753,,,0.0,0.0,,0.0
2022-10-06 09:00:00,500.1569,,,0.0,0.0,,0.0
2022-10-06 10:00:00,722.3713,,,0.0,0.0,,0.0
2022-10-06 11:00:00,881.9885,,,0.0,0.0,,0.0
2022-10-06 12:00:00,970.8071,,,911.4255,702.6617,911.4255,1614.0872
2022-10-06 13:00:00,981.813,,,1457.095,1597.733,1597.733,3054.828
2022-10-06 14:00:00,910.4543,,,1491.525,1514.765,1514.765,3006.29
2022-10-06 15:00:00,764.6659,,,1286.502,1313.802,1313.802,2600.304
2022-10-06 16:00:00,555.2394,,,941.6176,987.4159,987.4159,1929.0335
2022-10-06 17:00:00,304.3268,,,486.5065,533.3646,533.3646,1019.8711000000001
2022-10-06 18:00:00,68.60206,,,74.38501,96.38536,96.38536,170.77037
2022-10-06 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-06 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-06 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-06 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-06 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-07 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-07 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-07 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-07 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-07 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-07 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-07 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-07 07:00:00,26.29025,,,20.80187,17.33701,,38.13888
2022-10-07 08:00:00,242.7877,,,385.8983,351.1967,385.8983,737.095
2022-10-07 09:00:00,499.0111,,,866.1099,839.8095,866.1099,1705.9194
2022-10-07 10:00:00,724.6732,,,1215.788,1216.125,1216.125,2431.913
2022-10-07 11:00:00,874.7917,,,1435.59,1443.808,1443.808,2879.398
2022-10-07 12:00:00,953.6969,,,1550.707,1564.213,1564.213,3114.92
2022-10-07 13:00:00,945.9899,,,1553.177,1573.083,1573.083,3126.26
2022-10-07 14:00:00,793.0469,,,1325.263,1381.96,1381.96,2707.223
2022-10-07 15:00:00,722.5903,,,1280.753,1279.901,1280.753,2560.654
2022-10-07 16:00:00,472.9108,,,807.5356,868.4332,868.4332,1675.9688
2022-10-07 17:00:00,288.3208,,,459.8548,492.8844,492.8844,952.7392
2022-10-07 18:00:00,48.10158,,,63.97869,75.25882,,139.23751
2022-10-07 19:00:00,0.002636905,,,0.0,0.0,,0.0
2022-10-07 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-07 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-07 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-07 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-08 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-08 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-08 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-08 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-08 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-08 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-08 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-08 07:00:00,8.023488,,,4.050505,3.642812,,7.693317
2022-10-08 08:00:00,198.7559,,,312.6353,294.3913,312.6353,607.0265999999999
2022-10-08 09:00:00,488.1896,,,847.2504,799.5445,847.2504,1646.7948999999999
2022-10-08 10:00:00,696.4658,,,1211.941,1197.61,1211.941,2409.551
2022-10-08 11:00:00,818.5969,,,1422.913,1433.38,1433.38,2856.293
2022-10-08 12:00:00,890.3072,,,1533.156,1546.257,1546.257,3079.413
2022-10-08 13:00:00,892.3596,,,1486.869,1516.121,1516.121,3002.99
2022-10-08 14:00:00,829.6132,,,1388.513,1414.596,1414.596,2803.109
2022-10-08 15:00:00,686.3331,,,1240.068,1347.707,1347.707,2587.775
2022-10-08 16:00:00,540.6185,,,947.6171,997.7097,997.7097,1945.3268
2022-10-08 17:00:00,302.4211,,,476.4707,525.6702,525.6702,1002.1409000000001
2022-10-08 18:00:00,62.63422,,,67.93214,88.39785,88.39785,156.32999
2022-10-08 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-08 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-08 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-08 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-08 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-09 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-09 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-09 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-09 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-09 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-09 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-09 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-09 07:00:00,16.74202,,,16.64389,15.20179,,31.84568
2022-10-09 08:00:00,217.7892,,,333.2634,312.9488,333.2634,646.2121999999999
2022-10-09 09:00:00,505.5465,,,863.0483,828.0427,863.0483,1691.091
2022-10-09 10:00:00,611.4066,,,1048.909,998.4111,1048.909,2047.3201000000001
2022-10-09 11:00:00,589.4201,,,957.8396,977.5955,977.5955,1935.4351000000001
2022-10-09 12:00:00,560.6246,,,883.0437,909.6931,909.6931,1792.7368
2022-10-09 13:00:00,949.5615,,,1439.094,1497.028,1497.028,2936.1220000000003
2022-10-09 14:00:00,676.3605,,,1267.472,1213.799,1267.472,2481.2709999999997
2022-10-09 15:00:00,593.4584,,,834.6233,933.879,933.879,1768.5023
2022-10-09 16:00:00,388.0614,,,645.113,644.4808,645.113,1289.5938
2022-10-09 17:00:00,254.9686,,,408.9497,442.3658,442.3658,851.3154999999999
2022-10-09 18:00:00,41.54065,,,54.30059,59.87727,,114.17786000000001
2022-10-09 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-09 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-09 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-09 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-09 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-10 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-10 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-10 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-10 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-10 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-10 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-10 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-10 07:00:00,5.945589,,,1.990283,1.505263,,3.495546
2022-10-10 08:00:00,160.0061,,,236.6311,242.9139,242.9139,479.545
2022-10-10 09:00:00,407.2448,,,693.709,685.6614,693.709,1379.3703999999998
2022-10-10 10:00:00,677.0718,,,1131.818,1122.637,1131.818,2254.455
2022-10-10 11:00:00,747.2217,,,1292.505,1297.377,1297.377,2589.882
2022-10-10 12:00:00,815.165,,,1343.79,1355.505,1355.505,2699.295
2022-10-10 13:00:00,951.3551,,,1584.049,1613.813,1613.813,3197.862
2022-10-10 14:00:00,876.5422,,,1361.434,1404.627,1404.627,2766.0609999999997
2022-10-10 15:00:00,498.5522,,,850.9854,866.062,866.062,1717.0474
2022-10-10 16:00:00,324.7097,,,606.2293,584.9957,606.2293,1191.225
2022-10-10 17:00:00,274.977,,,447.225,462.756,462.756,909.981
2022-10-10 18:00:00,58.84407,,,70.94976,80.9245,80.9245,151.87426
2022-10-10 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-10 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-10 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-10 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-10 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-11 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-11 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-11 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-11 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-11 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-11 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-11 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-11 07:00:00,14.54044,,,18.57996,18.37455,,36.95451
2022-10-11 08:00:00,117.5669,,,187.9779,183.347,187.9779,371.3249
2022-10-11 09:00:00,341.038,,,571.1984,574.9363,574.9363,1146.1347
2022-10-11 10:00:00,745.2258,,,1260.226,1241.45,1260.226,2501.6760000000004
2022-10-11 11:00:00,843.3468,,,1464.698,1479.988,1479.988,2944.686
2022-10-11 12:00:00,961.6415,,,1595.826,1629.149,1629.149,3224.975
2022-10-11 13:00:00,931.5146,,,1542.831,1588.054,1588.054,3130.885
2022-10-11 14:00:00,769.4248,,,653.2933,658.7418,658.7418,1312.0351
2022-10-11 15:00:00,526.3472,,,0.0,0.0,,0.0
2022-10-11 16:00:00,396.4363,,,0.0,0.0,,0.0
2022-10-11 17:00:00,170.5248,,,0.0,0.0,,0.0
2022-10-11 18:00:00,41.08495,,,0.0,0.0,,0.0
2022-10-11 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-11 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-11 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-11 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-11 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-12 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-12 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-12 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-12 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-12 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-12 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-12 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-12 07:00:00,4.209782,,,0.0,1.533421,,1.533421
2022-10-12 08:00:00,114.9339,,,148.451,173.8686,173.8686,322.3196
2022-10-12 09:00:00,118.5615,,,186.8505,198.4959,198.4959,385.3464
2022-10-12 10:00:00,87.69911,,,150.7023,151.2401,151.2401,301.9424
2022-10-12 11:00:00,45.30991,,,80.80228,81.36638,,162.16866
2022-10-12 12:00:00,78.01432,,,135.2129,136.5537,136.5537,271.7666
2022-10-12 13:00:00,148.1642,,,264.3385,251.6365,264.3385,515.975
2022-10-12 14:00:00,198.7167,,,320.2992,324.3593,324.3593,644.6585
2022-10-12 15:00:00,394.561,,,603.6025,602.868,603.6025,1206.4705
2022-10-12 16:00:00,182.5914,,,277.0531,281.018,281.018,558.0710999999999
2022-10-12 17:00:00,108.3906,,,175.2845,178.7128,178.7128,353.9973
2022-10-12 18:00:00,11.23582,,,12.35234,12.00624,,24.35858
2022-10-12 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-12 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-12 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-12 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-12 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-13 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-13 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-13 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-13 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-13 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-13 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-13 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-13 07:00:00,3.422855,,,0.1093939,0.0,,0.1093939
2022-10-13 08:00:00,84.55065,,,122.6381,121.3006,122.6381,243.93869999999998
2022-10-13 09:00:00,285.8387,,,437.38,446.4549,446.4549,883.8349000000001
2022-10-13 10:00:00,371.8181,,,632.4522,594.3669,632.4522,1226.8191
2022-10-13 11:00:00,492.9503,,,812.2168,845.0683,845.0683,1657.2851
2022-10-13 12:00:00,688.4506,,,961.2525,855.8596,961.2525,1817.1121
2022-10-13 13:00:00,597.918,,,938.1992,1001.727,1001.727,1939.9261999999999
2022-10-13 14:00:00,540.8292,,,756.6564,829.663,829.663,1586.3193999999999
2022-10-13 15:00:00,523.9045,,,885.9337,908.2964,908.2964,1794.2301
2022-10-13 16:00:00,411.2379,,,631.3504,702.7504,702.7504,1334.1008000000002
2022-10-13 17:00:00,231.1866,,,366.4163,369.7229,369.7229,736.1392
2022-10-13 18:00:00,30.02617,,,30.69497,37.85769,,68.55266
2022-10-13 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-13 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-13 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-13 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-13 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-14 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-14 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-14 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-14 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-14 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-14 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-14 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-14 07:00:00,20.34245,,,15.52068,9.206893,,24.727573
2022-10-14 08:00:00,242.3075,,,377.6889,338.1481,377.6889,715.837
2022-10-14 09:00:00,506.4724,,,893.4545,866.3521,893.4545,1759.8066
2022-10-14 10:00:00,731.1962,,,1249.848,1252.501,1252.501,2502.349
2022-10-14 11:00:00,894.875,,,1486.209,1497.685,1497.685,2983.8940000000002
2022-10-14 12:00:00,987.1038,,,1625.887,1638.324,1638.324,3264.2110000000002
2022-10-14 13:00:00,991.5261,,,1631.554,1645.965,1645.965,3277.5190000000002
2022-10-14 14:00:00,910.6792,,,1523.896,1544.984,1544.984,3068.88
2022-10-14 15:00:00,754.0994,,,1298.0,1329.858,1329.858,2627.858
2022-10-14 16:00:00,540.7653,,,934.7234,985.9959,985.9959,1920.7193
2022-10-14 17:00:00,285.3805,,,441.2809,497.5263,497.5263,938.8072
2022-10-14 18:00:00,46.93523,,,45.44831,60.52679,,105.9751
2022-10-14 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-14 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-14 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-14 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-14 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-15 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-15 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-15 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-15 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-15 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-15 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-15 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-15 07:00:00,16.15105,,,12.15975,8.476315,,20.636065000000002
2022-10-15 08:00:00,222.5954,,,341.3383,307.9138,341.3383,649.2520999999999
2022-10-15 09:00:00,474.5604,,,847.4991,819.1955,847.4991,1666.6946
2022-10-15 10:00:00,703.1278,,,1219.94,1221.627,1221.627,2441.567
2022-10-15 11:00:00,867.7026,,,1458.29,1465.752,1465.752,2924.042
2022-10-15 12:00:00,952.3341,,,1581.0,1589.343,1589.343,3170.343
2022-10-15 13:00:00,954.2479,,,1586.344,1599.739,1599.739,3186.083
2022-10-15 14:00:00,877.539,,,1474.484,1492.997,1492.997,2967.4809999999998
2022-10-15 15:00:00,704.3324,,,1220.116,1228.744,1228.744,2448.8599999999997
2022-10-15 16:00:00,402.3636,,,726.7079,775.7826,775.7826,1502.4904999999999
2022-10-15 17:00:00,261.6608,,,396.5567,446.865,446.865,843.4217
2022-10-15 18:00:00,43.02789,,,40.97881,52.04928,,93.02809
2022-10-15 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-15 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-15 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-15 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-15 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-16 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-16 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-16 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-16 03:00:00,0.0,,,0.0,0.0,,0.0
2022-10-16 04:00:00,0.0,,,0.0,0.0,,0.0
2022-10-16 05:00:00,0.0,,,0.0,0.0,,0.0
2022-10-16 06:00:00,0.0,,,0.0,0.0,,0.0
2022-10-16 07:00:00,10.537,,,8.579588,9.314995,,17.894582999999997
2022-10-16 08:00:00,155.4565,,,243.6014,242.4162,243.6014,486.0176
2022-10-16 09:00:00,443.5581,,,749.4881,729.5886,749.4881,1479.0767
2022-10-16 10:00:00,533.2467,,,847.3157,855.8687,855.8687,1703.1844
2022-10-16 11:00:00,673.1723,,,1122.449,1082.93,1122.449,2205.379
2022-10-16 12:00:00,909.7228,,,1478.146,1473.559,1478.146,2951.705
2022-10-16 13:00:00,740.5612,,,1197.304,1210.925,1210.925,2408.2290000000003
2022-10-16 14:00:00,643.6722,,,1045.376,1057.524,1057.524,2102.8999999999996
2022-10-16 15:00:00,426.0866,,,703.5716,707.88,707.88,1411.4515999999999
2022-10-16 16:00:00,337.7002,,,550.0212,549.2069,550.0212,1099.2281
2022-10-16 17:00:00,141.4143,,,220.0692,228.3369,228.3369,448.40610000000004
2022-10-16 18:00:00,41.14518,,,50.46143,55.08895,,105.55037999999999
2022-10-16 19:00:00,0.0,,,0.0,0.0,,0.0
2022-10-16 20:00:00,0.0,,,0.0,0.0,,0.0
2022-10-16 21:00:00,0.0,,,0.0,0.0,,0.0
2022-10-16 22:00:00,0.0,,,0.0,0.0,,0.0
2022-10-16 23:00:00,0.0,,,0.0,0.0,,0.0
2022-10-17 00:00:00,0.0,,,0.0,0.0,,0.0
2022-10-17 01:00:00,0.0,,,0.0,0.0,,0.0
2022-10-17 02:00:00,0.0,,,0.0,0.0,,0.0
2022-10-17 03:00:00,0.0,,,0.0,0.0,,0.0
